,name,style,brewery_id,id,abv,ibu,ounces
33,Bitter American (2011),American Pale Ale (APA),368,353,0.044,42.0,12.0
34,Fireside Chat (2010),Winter Warmer,368,321,0.079,45.0,12.0
35,Back in Black,American Black Ale,368,173,0.068,65.0,12.0
36,Monk's Blood,Belgian Dark Ale,368,11,0.083,35.0,12.0
37,Brew Free! or Die IPA,American IPA,368,10,0.07,65.0,12.0
38,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,9,0.049,17.0,12.0
39,Bimini Twist,American IPA,67,2519,0.07,82.0,12.0
40,Beach Blonde,American Blonde Ale,67,2518,0.05,,12.0
41,Rod Bender Red,American Amber / Red Ale,67,2517,0.059,,12.0
42,Passion Fruit Prussia,Berliner Weissbier,60,2545,0.035,11.0,12.0
43,Send Help,American Blonde Ale,60,2544,0.045,18.0,12.0
44,Cast Iron Oatmeal Brown,American Brown Ale,60,2324,0.055,,12.0
45,Reprise Centennial Red,American Amber / Red Ale,60,2288,0.06,,12.0
46,Alter Ego,American Black Ale,60,2287,0.055,,12.0
47,Divided Sky,American IPA,60,2286,0.065,,12.0
48,Resurrected,American IPA,60,2285,0.065,,12.0
49,Contact High,American Pale Wheat Ale,60,1870,0.05,28.0,12.0
50,Galaxyfest,American IPA,27,2603,0.065,,16.0
51,Citrafest,American IPA,27,2602,0.05,45.0,16.0
52,Barn Yeti,Belgian Strong Dark Ale,27,2220,0.09,,16.0
53,Scarecrow,American IPA,27,2219,0.069,65.0,16.0
54,Ironman,English Strong Ale,27,2218,0.09,50.0,16.0
55,Honey Kolsch,Kölsch,27,2217,0.046,15.0,16.0
56,Copperhead Amber,Belgian Dark Ale,27,2216,0.052000000000000005,18.0,16.0
57,Rude Parrot IPA,American IPA,481,972,0.059,75.0,16.0
58,British Pale Ale (2010),English Pale Ale,481,866,0.054000000000000006,30.0,16.0
59,British Pale Ale,English Pale Ale,481,48,0.054000000000000006,30.0,16.0
60,Ballz Deep Double IPA,American Double / Imperial IPA,481,47,0.084,82.0,16.0
61,Wolfman's Berliner,Berliner Weissbier,373,1583,0.038,,12.0
62,Colorado Native,American Amber / Red Lager,462,1165,0.055,26.0,12.0
63,Colorado Native (2011),American Amber / Red Lager,462,431,0.055,26.0,12.0
64,Jockamo IPA,American IPA,533,516,0.065,52.0,12.0
65,Purple Haze,Fruit / Vegetable Beer,533,515,0.042,13.0,12.0
66,Abita Amber,American Amber / Red Lager,533,514,0.045,17.0,12.0
67,Citra Ass Down,American IPA,62,2540,0.08199999999999999,68.0,16.0
68,The Brown Note,American Brown Ale,62,2539,0.05,20.0,16.0
69,Citra Ass Down,American Double / Imperial IPA,1,2686,0.08,68.0,16.0
70,London Balling,English Barleywine,1,2685,0.125,80.0,16.0
71,35 K,Milk / Sweet Stout,1,2684,0.077,25.0,16.0
72,A Beer,American Pale Ale (APA),1,2683,0.042,42.0,16.0
73,Rules are Rules,German Pilsener,1,2682,0.05,25.0,16.0
74,Flesh Gourd'n,Pumpkin Ale,1,2681,0.066,21.0,16.0
75,Sho'nuff,Belgian Pale Ale,1,2680,0.04,13.0,16.0
76,Bloody Show,American Pilsner,1,2679,0.055,17.0,16.0
77,Rico Sauvin,American Double / Imperial IPA,1,2678,0.076,68.0,16.0
78,Coq de la Marche,Saison / Farmhouse Ale,1,2677,0.051,38.0,16.0
79,Kamen Knuddeln,American Wild Ale,1,2676,0.065,,16.0
80,Pile of Face,American IPA,1,2675,0.06,65.0,16.0
81,The Brown Note,English Brown Ale,1,2674,0.05,20.0,16.0
82,Maylani's Coconut Stout,American Stout,367,1594,0.053,35.0,16.0
83,Oatmeal PSA,American Pale Ale (APA),367,1162,0.05,35.0,16.0
84,Pre Flight Pilsner,American Pilsner,367,1137,0.052000000000000005,33.0,16.0
85,P-Town Pilsner,American Pilsner,117,2403,0.04,20.0,12.0
86,Klickitat Pale Ale,American Pale Ale (APA),117,2402,0.053,36.0,12.0
87,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,2401,0.08199999999999999,103.0,12.0
88,Freeride APA,American Pale Ale (APA),270,1921,0.053,40.0,12.0
89,Alaskan Amber,Altbier,270,1920,0.053,18.0,12.0
90,Hopalicious,American Pale Ale (APA),73,2501,0.057,,12.0
91,Kentucky Kölsch,Kölsch,388,1535,0.043,,16.0
92,Kentucky IPA,American IPA,388,1149,0.065,,16.0
93,Dusty Trail Pale Ale,American Pale Ale (APA),401,1474,0.054000000000000006,,16.0
94,Damnesia,American IPA,401,1473,0.062,,16.0
95,Desolation IPA,American IPA,401,837,0.062,43.0,16.0
96,Liberty Ale,American IPA,35,2592,0.059,,12.0
97,IPA,American IPA,35,2578,0.065,,12.0
98,Summer Wheat,American Pale Wheat Ale,35,2577,0.045,,12.0
99,California Lager,American Amber / Red Lager,35,2103,0.049,,12.0
100,Brotherhood Steam,California Common / Steam Beer,35,2102,0.056,,12.0
101,Blood Orange Gose,Gose,171,2291,0.042,,12.0
102,Keebarlin' Pale Ale,American Pale Ale (APA),171,1818,0.042,,12.0
103,"the Kimmie, the Yink and the Holy Gose",Gose,171,1738,0.048,,12.0
104,Fall Hornin',Pumpkin Ale,171,1563,0.06,,12.0
105,Barney Flats Oatmeal Stout,Oatmeal Stout,171,1520,0.057,13.0,12.0
106,Summer Solstice,Cream Ale,171,1350,0.056,4.0,12.0
107,Hop Ottin' IPA,American IPA,171,1327,0.07,80.0,12.0
108,Boont Amber Ale,American Amber / Red Ale,171,1326,0.058,15.0,12.0
109,Barney Flats Oatmeal Stout,Oatmeal Stout,171,1221,0.057,13.0,12.0
110,El Steinber Dark Lager,Vienna Lager,171,1217,0.055,25.0,16.0
111,Boont Amber Ale (2010),American Amber / Red Ale,171,811,0.058,15.0,12.0
112,Summer Solstice Cerveza Crema (2009),Cream Ale,171,753,0.056,4.0,12.0
113,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,572,0.057,13.0,12.0
114,Winter Solstice,Winter Warmer,171,523,0.069,6.0,12.0
115,Hop Ottin' IPA (2011),American IPA,171,367,0.07,80.0,12.0
116,Boont Amber Ale (2011),American Amber / Red Ale,171,78,0.058,15.0,12.0
117,Summer Solstice (2011),Cream Ale,171,77,0.056,4.0,12.0
118,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,76,0.055,28.0,12.0
119,Charlie's Rye IPA,American IPA,146,2337,0.06,,16.0
120,River Pig Pale Ale,American Pale Ale (APA),542,410,0.054000000000000006,,16.0
121,Oaky's Oatmeal Stout,Oatmeal Stout,542,409,0.047,,16.0
122,Angry Orchard Apple Ginger,Cider,434,1294,0.05,,16.0
123,Angry Orchard Crisp Apple,Cider,434,1293,0.05,,16.0
124,Angry Orchard Crisp Apple,Cider,434,1292,0.05,,12.0
125,Golden One,Belgian Pale Ale,193,2207,0.068,,12.0
126,Arjuna,Witbier,193,2040,0.06,,12.0
127,Uroboros,American Stout,193,2039,0.085,,12.0
128,Long Leaf,American IPA,69,2511,0.071,75.0,16.0
129,Honey Badger Blonde,American Blonde Ale,69,2510,0.047,19.0,16.0
130,Porter (a/k/a Black Gold Porter),American Porter,69,2509,0.06,23.0,16.0
131,Sky High Rye,American Pale Ale (APA),541,413,0.06,55.0,12.0
132,Whitsun,American Pale Wheat Ale,541,390,0.062,17.0,12.0
133,On-On Ale (2008),American Pale Ale (APA),513,735,0.052000000000000005,,12.0
134,Quakertown Stout,American Double / Imperial Stout,426,1333,0.092,50.0,12.0
135,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,1332,0.051,20.0,12.0
136,Mo's Gose,Gose,461,1172,0.052000000000000005,10.0,16.0
137,Green Bullet Organic India Pale Ale,American IPA,429,1322,0.07,45.0,16.0
138,Rocket Girl,Kölsch,528,550,0.032,27.0,12.0
139,Ninja Porter,American Porter,528,429,0.053,26.0,12.0
140,Shiva IPA,American IPA,528,428,0.06,69.0,12.0
141,Aslan Kölsch,Kölsch,353,1640,0.048,,16.0
142,Aslan IPA,American IPA,353,1639,0.077,,16.0
143,Aslan Amber,American Amber / Red Ale,353,1638,0.077,,16.0
144,This Season's Blonde,American Blonde Ale,523,597,0.056,27.0,12.0
145,Independence Pass Ale,American IPA,523,596,0.07,67.0,12.0
146,Trolley Stop Stout,American Stout,374,1580,0.057,40.0,12.0
147,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,980,0.08199999999999999,138.0,12.0
148,Poop Deck Porter,American Porter,374,979,0.062,35.0,12.0
149,Old Red Beard Amber Ale,American Amber / Red Ale,374,978,0.06,35.0,12.0
150,Hop A-Peel,American Double / Imperial IPA,72,2503,0.075,115.0,16.0
151,Vanilla Java Porter,American Porter,72,2502,0.055,12.0,16.0
152,Michelada,Fruit / Vegetable Beer,72,2495,0.052000000000000005,,16.0
153,Dirty Blonde Ale,American Blonde Ale,72,534,0.045,8.0,12.0
154,Grand Circus IPA,American IPA,72,528,0.05,62.0,12.0
155,Atwater's Lager,Munich Helles Lager,72,527,0.05,12.0,12.0
156,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,413,1409,0.07,,16.0
157,Fire Eagle IPA,American IPA,413,343,0.062,,12.0
158,Peacemaker,American Pale Ale (APA),413,342,0.051,,12.0
159,Pearl-Snap,German Pilsener,413,341,0.053,,12.0
160,Black Thunder,Schwarzbier,413,340,0.052000000000000005,,12.0
161,Raja,American Double / Imperial IPA,37,2589,0.08,,12.0
162,Perzik Saison,Saison / Farmhouse Ale,37,2546,0.064,,12.0
163,Avery Joe’s Premium American Pilsner,German Pilsener,37,146,0.047,42.0,12.0
164,White Rascal,Witbier,37,108,0.056,10.0,12.0
165,Avery India Pale Ale,American IPA,37,107,0.063,69.0,12.0
166,Ellie’s Brown Ale,American Brown Ale,37,106,0.055,17.0,12.0
167,Pumpkin Beast,Pumpkin Ale,360,1620,0.062,17.0,12.0
168,OktoberBeast,Märzen / Oktoberfest,360,1579,0.07200000000000001,22.0,12.0
169,Mad Beach,American Pale Wheat Ale,360,1228,0.048,23.0,12.0
170,Hog Wild India Pale Ale,American IPA,360,705,0.067,,12.0
171,Devils Tramping Ground Tripel,Tripel,360,704,0.092,5.0,12.0
172,Hot Rod Red,American Amber / Red Ale,360,702,0.061,41.0,12.0
173,Palate Mallet,American Double / Imperial IPA,235,2058,0.086,,12.0
174,Back East Porter,American Porter,235,1483,0.06,,12.0
175,Back East Golden Ale,American Blonde Ale,235,1426,0.049,,12.0
176,Misty Mountain IPA,American IPA,235,1132,0.07,,12.0
177,Back East Ale,American Amber / Red Ale,235,1131,0.05,,12.0
178,Truck Stop Honey Brown Ale,English Brown Ale,286,1876,0.06,,12.0
179,Naked Pig Pale Ale,American Pale Ale (APA),286,1875,0.06,43.0,12.0
180,Topcutter India Pale Ale,American IPA,483,966,0.068,70.0,12.0
181,Field 41 Pale Ale,American Pale Ale (APA),483,965,0.044,38.0,12.0
182,Grapefruit Sculpin,American IPA,34,2593,0.07,,12.0
183,Even Keel,American IPA,34,2105,0.038,40.0,12.0
184,Ballast Point Pale Ale,Kölsch,34,1401,0.052000000000000005,23.0,12.0
185,Big Eye India Pale Ale,American IPA,34,1400,0.07,75.0,12.0
186,Longfin Lager,Munich Helles Lager,34,1019,0.046,,12.0
187,Sculpin IPA,American IPA,34,1018,0.07,70.0,12.0
188,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,1776,0.045,,12.0
189,Banner American Rye,Rye Beer,318,1644,0.045,20.0,12.0
190,Banner American Ale,American Amber / Red Ale,318,1643,0.035,45.0,12.0
191,Thai.p.a,American IPA,20,2618,0.07,46.0,16.0
192,Barrio Blanco,American IPA,251,2005,0.06,60.0,12.0
193,Barrio Tucson Blonde,American Blonde Ale,251,1343,0.045,,12.0
194,Hop in the ‘Pool Helles,American Pilsner,116,2404,0.049,22.0,12.0
195,Ultra Gnar Gnar IPA,American IPA,116,2323,0.067,60.0,12.0
196,In-Tents India Pale Lager,American Pale Lager,116,2189,0.068,62.0,12.0
197,Lost Meridian Wit,Witbier,116,2188,0.05,20.0,12.0
198,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,2187,0.051,45.0,12.0
199,Wagon Party,California Common / Steam Beer,258,1966,0.054000000000000006,55.0,12.0
200,Sky-Five,American IPA,258,1965,0.067,70.0,12.0
201,Stargrazer,Schwarzbier,258,1964,0.05,28.0,12.0
202,Wonderstuff,German Pilsener,258,1963,0.054000000000000006,48.0,12.0
203,Tarnation California-Style Lager,California Common / Steam Beer,292,1855,0.053,,12.0
204,On the Count of 3 (2015),Hefeweizen,292,1778,0.07,42.0,16.0
205,Summer Swelter,American Pale Wheat Ale,292,1209,0.047,,12.0
206,Phantom Punch Winter Stout,Foreign / Export Stout,292,954,0.068,,12.0
207,Hayride Autumn Ale,Rye Beer,292,910,0.066,,12.0
208,Celsius Summer Ale (2012),American Pale Wheat Ale,292,707,0.047,,12.0
209,Amber Road,American Amber / Red Ale,292,533,0.055,35.0,12.0
210,Pamola Xtra Pale Ale,American Pale Ale (APA),292,183,0.049,28.0,12.0
211,Stowaway IPA,American IPA,292,182,0.069,69.0,12.0
212,Hoptopus Double IPA,American Double / Imperial IPA,306,1806,0.08800000000000001,108.0,16.0
213,Watermelon Ale,Fruit / Vegetable Beer,103,2435,0.05,10.0,12.0
214,Fenway American Pale Ale,American Pale Ale (APA),103,2423,0.058,45.0,12.0
215,Back Bay IPA,American IPA,103,2420,0.068,85.0,12.0
216,Bunker Hill Blueberry Ale ,Other,103,2419,0.048,16.0,12.0
217,Oberon,American Pale Wheat Ale,76,2494,0.058,,12.0
218,Smitten,Rye Beer,76,2325,0.06,,16.0
219,Winter White,Witbier,76,2022,0.05,,16.0
220,Oberon,American Pale Wheat Ale,76,1989,0.058,,16.0
221,Two Hearted,American IPA,76,1988,0.07,,16.0
222,Best Brown,American Brown Ale,76,1955,0.058,,16.0
223,Moar,English India Pale Ale (IPA),53,2558,0.044,44.0,12.0
224,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,2557,0.083,,16.0
225,Nordic Blonde,American Blonde Ale,53,2556,0.057,27.0,12.0
226,Cold Press,American Black Ale,75,2496,0.06,,12.0
227,Harness the Winter,American IPA,75,2410,0.07200000000000001,87.0,12.0
228,14° ESB ,Extra Special / Strong Bitter (ESB),75,1902,0.056,32.0,12.0
229,Bent Hop Golden IPA,American IPA,75,1901,0.062,68.0,12.0
230,Bent Paddle Black Ale,American Black Ale,75,1261,0.06,34.0,12.0
231,Venture Pils,German Pilsener,75,1253,0.05,38.0,12.0
232,Lost Sailor IPA,English India Pale Ale (IPA),278,1900,0.055,40.0,12.0
233,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,1317,0.053,20.0,12.0
234,La Frontera Premium IPA,American IPA,463,1158,0.078,,12.0
235,Tejas Lager,Czech Pilsener,463,1157,0.047,,12.0
236,Number 22 Porter,American Porter,463,1156,0.064,,12.0
237,Big Bend Hefeweizen,Hefeweizen,463,1155,0.056,,12.0
238,Terlingua Gold,American Blonde Ale,463,1154,0.06,,12.0
239,Aprè Shred,American Strong Ale,220,2104,0.081,17.0,16.0
240,Hemlock Double IPA,American Double / Imperial IPA,220,1762,0.095,104.0,12.0
241,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,1422,0.041,,16.0
242,Disconnected Red,American Amber / Red Ale,220,1067,0.067,85.0,16.0
243,Big Elm IPA,American IPA,477,1003,0.07,,12.0
244,Gerry Dog Stout,American Stout,477,1002,0.065,,12.0
245,413 Farmhouse Ale,Saison / Farmhouse Ale,477,1001,0.06,,12.0
246,Dark Star,American Stout,8,2639,0.08,54.0,16.0
247,Ryecoe,American IPA,8,2469,0.062,,16.0
248,Blueberry Blonde,Fruit / Vegetable Beer,40,2586,0.06,,12.0
249,Galaxy IPA,American IPA,40,2585,0.075,60.0,16.0
250,Big River Pilsner,Czech Pilsener,519,643,0.05,32.0,12.0
251,House Brand IPA,American IPA,519,632,0.06,55.0,12.0
252,Big Sky IPA,American IPA,336,1714,0.062,65.0,12.0
253,Scape Goat Pale Ale,English Pale Ale,336,1713,0.05,40.0,12.0
254,Montana Trout Slayer Ale,American Pale Wheat Ale,336,1712,0.05,35.0,12.0
255,Moose Drool Brown Ale,American Brown Ale,336,1711,0.051,26.0,12.0
256,Powder Hound Winter Ale,English Strong Ale,336,1456,0.07200000000000001,60.0,12.0
257,Moose Drool Brown Ale (2011),American Brown Ale,336,767,0.051,26.0,12.0
258,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,766,0.05,35.0,12.0
259,Big Sky IPA (2012),American IPA,336,579,0.062,65.0,12.0
260,Summer Honey,American Blonde Ale,336,168,0.047,,12.0
261,Scape Goat Pale Ale (2010),English Pale Ale,336,159,0.05,40.0,12.0
262,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,35,0.05,35.0,12.0
263,Moose Drool Brown Ale (2009),American Brown Ale,336,34,0.051,26.0,12.0
264,Arcus IPA,American IPA,221,2096,0.069,81.0,12.0
265,Wavemaker,American Amber / Red Ale,221,2095,0.058,38.0,12.0
266,Jack Pine Savage,American Pale Ale (APA),444,1257,0.053,43.0,16.0
267,Forest Fire Imperial Smoked Rye,Rye Beer,444,1256,0.099,85.0,16.0
268,Bad Axe Imperial IPA,American Double / Imperial IPA,444,1255,0.098,76.0,16.0
269,Morning Wood,Oatmeal Stout,444,986,0.055,35.0,16.0
270,Bark Bite IPA,American IPA,444,985,0.066,50.0,16.0
271,Jalapeno Pale Ale,American Pale Ale (APA),70,2508,0.055,45.0,16.0
272,Blown Out Brown,American Brown Ale,407,1441,0.052000000000000005,,12.0
273,Single Hop Ale,American Pale Ale (APA),407,1413,0.063,,12.0
274,Sawtooth Ale,American Blonde Ale,407,1411,0.054000000000000006,,12.0
275,Saucy Intruder,Rye Beer,18,2620,0.07200000000000001,75.0,16.0
276,Deception,American Blonde Ale,112,2412,0.045,16.0,12.0
277,Blackmarket Rye IPA,American IPA,112,1898,0.075,35.0,12.0
278,Black Market Hefeweizen,Hefeweizen,112,1897,0.05,8.0,12.0
279,Aftermath Pale Ale,American Pale Ale (APA),112,1896,0.058,44.0,12.0
280,American India Red Ale,American Strong Ale,294,1850,0.071,83.0,12.0
281,American Red Porter,American Porter,294,1849,0.071,45.0,12.0
282,American Red Saison,Saison / Farmhouse Ale,294,1848,0.078,34.0,12.0
283,Colorado Red Ale,American Amber / Red Ale,294,1847,0.066,44.0,12.0
284,Saddle Bronc Brown Ale,American Brown Ale,79,2485,0.048,16.0,12.0
285,Bomber Mountain Amber Ale,American Amber / Red Ale,79,2484,0.046,20.0,12.0
286,Flying Sailor,Rye Beer,95,2449,0.073,,12.0
287,Nordskye ,American IPA,12,2634,0.048,47.0,12.0
288,North Third Stout,Foreign / Export Stout,12,2153,0.06,30.0,12.0
289,Honey Lav,American Pale Wheat Ale,12,1953,0.052000000000000005,,12.0
290,Coconut Brown Ale,American Brown Ale,12,1496,0.068,,12.0
291,51K IPA,American IPA,12,1481,0.07,51.0,12.0
292,Grand Rabbits,Cream Ale,12,1480,0.055,,12.0
293,1800 Big Log Wheat (2012),American Pale Wheat Ale,380,1564,0.05,,12.0
294,Double Play Pilsner,American Pilsner,380,1541,,,12.0
295,Brewerhood Brown Ale,American Brown Ale,380,1321,0.055,,12.0
296,Last Call Imperial Amber Ale,American Amber / Red Ale,380,1320,0.08,,12.0
297,Pernicious Double IPA,American Double / Imperial IPA,380,1319,0.096,,12.0
298,6-4-3 Double Play Pilsner,German Pilsener,380,1303,0.052000000000000005,,12.0
299,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,380,1025,,,12.0
300,467 Ethan's Stout,American Stout,380,1012,0.05,,12.0
301,1335 Wicked Snout,Saison / Farmhouse Ale,380,942,0.064,,12.0
302,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),380,937,0.045,,12.0
303,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,888,0.056,37.0,12.0
304,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,886,0.056,37.0,12.0
305,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,612,0.056,37.0,12.0
306,834 Happy As Ale,American Pale Ale (APA),380,611,0.046,35.0,12.0
307,Yellow Collar,Mead,422,1372,0.059,,12.0
308,Green Collar,Mead,422,1371,0.059,,12.0
309,Quarter Mile Double IPA,American Double / Imperial IPA,304,1812,0.08,80.0,12.0
310,Full Nelson Pale Ale,American Pale Ale (APA),382,1547,0.059,60.0,12.0
311,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,1546,0.065,30.0,12.0
312,Blue Mountain Classic Lager,Euro Pale Lager,382,1545,0.053,22.0,12.0
313,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,119,0.059,60.0,12.0
314,Kölsch 151,Kölsch,414,1408,0.049,16.0,12.0
315,Professor Black,American Stout,77,2490,,,12.0
316,Little Boss,American Pale Wheat Ale,77,2489,,,12.0
317,Van Dayum!,American Amber / Red Ale,77,2488,,,12.0
318,Spirit Animal,American Pale Ale (APA),77,2487,,,12.0
319,Toxic Sludge,American Black Ale,489,939,0.07,,16.0
320,Blue Point White IPA,American White IPA,489,692,0.06,40.0,12.0
321,Blue Point Summer Ale,American Blonde Ale,489,667,0.044,16.0,12.0
322,Toasted Lager,Vienna Lager,489,665,0.055,28.0,12.0
323,Bohemian Export Lager,Dortmunder / Export Lager,364,1607,0.06,,12.0
324,Altus Bohemes Altbier,Altbier,364,1597,0.053,,12.0
325,Cherny Bock,Schwarzbier,364,344,0.04,,12.0
326,Czech Pilsner,Czech Pilsener,364,89,0.05,,12.0
327,Viennese Lager,Vienna Lager,364,88,0.05,,12.0
328,Mad Manatee IPA,American IPA,378,1569,0.065,,12.0
329,Killer Whale Cream Ale,Cream Ale,378,1568,0.055,,12.0
330,Duke's Cold Nose Brown Ale,American Brown Ale,378,1188,0.06,,12.0
331,Longhop IPA,American IPA,281,1891,0.042,30.0,16.0
332,Lucky Buck,Irish Dry Stout,281,1890,0.04,34.0,16.0
333,Bomb Lager (New Recipe),Munich Helles Lager,525,577,0.051,,12.0
334,Bomb Lager (Old Recipe),Munich Helles Lager,525,513,0.045,27.0,12.0
335,Firestarter India Pale Ale,American IPA,107,2422,0.066,72.0,12.0
336,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,1727,0.075,22.0,16.0
337,Wood Splitter Pilsner,Czech Pilsener,107,1614,0.048,30.0,16.0
338,Gyptoberfest,Märzen / Oktoberfest,107,1613,0.056,26.0,12.0
339,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,1549,0.07,94.0,16.0
340,Slow & Steady Golden Ale,American Blonde Ale,107,1548,0.047,,12.0
341,Pink-I Raspberry IPA,American IPA,107,1517,0.068,,16.0
342,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,107,1500,0.047,,12.0
343,Live Local Golden Ale,American Blonde Ale,107,1421,0.047,,12.0
344,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107,1360,0.048,38.0,12.0
345,Dirtbag Dunkel,Munich Dunkel Lager,107,1184,0.049,,16.0
346,Kindler Pale Ale,American Pale Ale (APA),107,1183,0.053,45.0,12.0
347,Mistress Winter Wheat,Winter Warmer,107,1023,0.064,,12.0
348,Tent Pole Vanilla Porter,American Porter,107,998,0.061,,16.0
349,Awry Rye Pale Ale,American Pale Ale (APA),107,997,0.058,,12.0
350,Demshitz Brown Ale,American Brown Ale,107,996,0.058,,12.0
351,Wood Splitter Pilsner (2012),Czech Pilsener,107,931,0.048,,12.0
352,Brush Creek Blonde,American Blonde Ale,107,798,0.048,,16.0
353,Firestarter India Pale Ale,American IPA,107,633,0.066,72.0,16.0
354,Noche Dulce,American Porter,231,2062,0.071,16.0,16.0
355,Porch Rocker,Radler,300,1830,0.045,8.0,12.0
356,Rebel IPA,American IPA,300,1629,0.065,45.0,16.0
357,Cold Snap,Witbier,300,1601,0.055,,12.0
358,Samuel Adams Winter Lager,Bock,300,1427,0.056,,12.0
359,Boston Lager,Vienna Lager,300,1349,0.049,30.0,16.0
360,Boston Lager,Vienna Lager,300,1310,0.049,30.0,12.0
361,Samuel Adams Octoberfest,Märzen / Oktoberfest,300,1281,0.053,15.0,12.0
362,Samuel Adams Summer Ale,American Pale Wheat Ale,300,1144,0.053,7.0,12.0
363,Boston Lager,Vienna Lager,300,1143,0.049,30.0,12.0
364,Hazed & Infused,American Pale Ale (APA),417,1395,0.049,35.0,12.0
365,Hoopla Pale Ale,American Pale Ale (APA),417,808,0.057,35.0,12.0
366,Hazed & Infused (2010),American Pale Ale (APA),417,81,0.049,35.0,12.0
367,Heavy Lifting,American IPA,31,2596,0.062,80.0,12.0
368,1492,American Pale Ale (APA),167,2300,0.065,,12.0
369,Mango Ginger,American IPA,167,2299,0.058,,12.0
370,Passenger,English Dark Mild Ale,167,2298,0.047,,12.0
371,Plum St. Porter,American Porter,219,2107,0.06,52.0,12.0
372,Plum St. Porter,American Porter,219,1573,0.057,52.0,12.0
373,Bozone HopZone IPA,American IPA,219,1289,0.07,80.0,12.0
374,Bozone Hefe Weizen,Hefeweizen,219,1288,0.06,25.0,12.0
375,Bozone Select Amber Ale,American Amber / Red Ale,219,470,0.055,,12.0
376,Evil Owl,American Amber / Red Ale,207,2167,0.052000000000000005,40.0,12.0
